name,ID,ALIGN,SEX,ALIVE,Universe
Living Totem (Alien) (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Lucius P. Gregory (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Mocuepa Tlalticpactli (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Moomba (Earth-616),Public Identity,Bad,Male,Living,Marvel
Rommbu (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Baxter Bigelow (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Doctor Graham (Earth-616),Secret Identity,Good,Male,Living,Marvel
Franz Radzik (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Martian Who Stole a City (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Mary Brown (Silver Age) (Earth-616),Public Identity,Good,Female,Living,Marvel
Santiago Rivera (Earth-616),Public Identity,Bad,Male,Living,Marvel
Thing From the Hidden Swamp (Earth-616),Secret Identity,Good,Male,Living,Marvel
Bestla (Earth-616),Secret Identity,Good,Female,Living,Marvel
Charlie (Teen Brigade) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Hatap (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Lee Kearns (Earth-616),Secret Identity,Good,Male,Living,Marvel
Zano (Xartan) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Bull (Criminal) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Gullin (Boar God) (Earth-616),Public Identity,Bad,Male,Living,Marvel
Jules Bergen (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Kabir Mahadevu (Earth-616),Public Identity,Bad,Male,Living,Marvel
Tom Smith (Earth-616),Secret Identity,Good,Male,Living,Marvel
Wrogg (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Cedric Rawlings (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Curtis (Butler) (Earth-616),Public Identity,Good,Male,Living,Marvel
Madame Macabre (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Minotaur (Mole Man) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Rijk Rooten (Earth-616),Secret Identity,Good,Male,Living,Marvel
Sen-Yu (Earth-616),Secret Identity,Good,Male,Living,Marvel
Sentinel 1 (Earth-616),Public Identity,Bad,Unknown,Living,Marvel
Sentinel 2 (Earth-616),Public Identity,Bad,Unknown,Living,Marvel
Sentinel 6 (Earth-616),Public Identity,Bad,Unknown,Living,Marvel
Sentinel 7 (Earth-616),Public Identity,Bad,Unknown,Living,Marvel
Supramor (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Asti the All-Seeing (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Gorki (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Number One (Secret Empire 1) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Abu Dakir (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Flaming Star (Earth-616),Public Identity,Good,Male,Living,Marvel
Gnome (Scientist) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Mutaurus (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Replica Model X-3 (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Yuri Brushov (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Gondolff (Asgardian) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Roy Thomas (Earth-616),Public Identity,Good,Male,Living,Marvel
Synthetic Man (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Voltorg (Earth-616),Secret Identity,Bad,Unknown,Deceased,Marvel
Charles Gray (Earth-616),Public Identity,Bad,Male,Living,Marvel
Daydra (Earth-616),Public Identity,Good,Female,Living,Marvel
Gargantos (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Mei Ling (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Robert Rickard (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Torpedo (Agent of Crime-Wave) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Ulysses Abboud (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Big Rock (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Carlos Cortez (Earth-616),Public Identity,Good,Male,Living,Marvel
Hans Klaus (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Kronin Krask (Earth-616),Public Identity,Bad,Male,Living,Marvel
Little Flower (Earth-616),Public Identity,Good,Male,Living,Marvel
The Dude (Earth-616),Secret Identity,Good,Male,Living,Marvel
The Kid (Earth-616),Secret Identity,Good,Male,Living,Marvel
Tomo Yoshida (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Top Man (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Astrologer (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Captain Cybor (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Tragg (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Coral (Earth-616),Public Identity,Good,Female,Living,Marvel
Georgia Jenkins (Earth-616),Secret Identity,Good,Female,Living,Marvel
Inheritor (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Kartag (Earth-616),Secret Identity,Good,Male,Living,Marvel
Malcolm Donalbain (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Marlene Blackgar (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Miles Blackgar (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Night Phantom (Robot) (Earth-616),Secret Identity,Bad,Unknown,Deceased,Marvel
Otto Kronsteig (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Quirt (Earth-616),Public Identity,Bad,Male,Living,Marvel
Shirlee Bryant (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Sir Ram (Earth-616),Secret Identity,Good,Male,Living,Marvel
Tyler Stuart (Earth-616),Public Identity,Good,Male,Living,Marvel
William Nelson (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Zabo Donalbain (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Alejandro Cortez (Earth-616),Public Identity,Bad,Male,Living,Marvel
Baron Samedi (AIM) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Frances Delon (Earth-616),Public Identity,Good,Female,Living,Marvel
Kathulos (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Marguerita (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Raman (Earth-616),Public Identity,Good,Male,Living,Marvel
Skragg (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Terrex (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Algon (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Anton Vierken (Earth-616),No Dual Identity,Bad,Male,Deceased,Marvel
Barachuudar (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Baron Thunder (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Bruno (Hunchback) (Earth-616),No Dual Identity,Bad,Male,Deceased,Marvel
Cobrah (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Crackerjack Jackson (Earth-616),Secret Identity,Good,Male,Deceased,Marvel
Dracus (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Exterminators (Earth-616),No Dual Identity,Bad,Unknown,Living,Marvel
Ivan (Frankenstein) (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Kaballa (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Linbythoum (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Louis Belski (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Moondog the Malicious (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Rowregyynac (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Snakar (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Sombre (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Steve Rand (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Triple-Iron (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Weezhil (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Winston Redditch (Earth-616),Public Identity,Bad,Male,Living,Marvel
Yentron (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Zannarth (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Astrid Josefson (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Daniel Madrox (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Danielle Nicolle (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Egeus (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Janice Foswell (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Joan Madrox (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Joel Tanner (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Judith Klemmer (Earth-616),Secret Identity,Good,Female,Living,Marvel
Kalumai (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Klonus (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Kthara (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Ludwig von Shtupf (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Madam Slay (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Malcolm Merriwell (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Morag (Earth-616),Public Identity,Bad,Male,Living,Marvel
Mortak (Earth-616),Public Identity,Bad,Male,Living,Marvel
Ogun Strong (Earth-616),No Dual Identity,Good,Male,Deceased,Marvel
Olivia Selby (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Orji Jones (Earth-616),No Dual Identity,Good,Male,Deceased,Marvel
Publius (Earth-616),Public Identity,Good,Male,Living,Marvel
Rainbow (I.C.O.N.) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Shadow Stalker (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Simon Bretnor (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Tiger-Claw (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Zandor (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Araman Nila (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Big Brother (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Black Knight (Robot) (Earth-616),Secret Identity,Good,Unknown,Living,Marvel
Brian Mann (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Celia Jackson (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Challenger (Demon) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Falzon (Earth-616),Public Identity,Good,Male,Living,Marvel
Gordon Dare (Earth-616),Secret Identity,Good,Male,Living,Marvel
Heshin (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Hoenir (Earth-616),Secret Identity,Good,Male,Living,Marvel
Hugh Dare (Earth-616),Secret Identity,Good,Male,Living,Marvel
Jan Maarshall (Earth-616),Secret Identity,Bad,Male,Living,Marvel
"John Romita, Sr. (Earth-616)",Secret Identity,Good,Male,Living,Marvel
Karen Lee (Kali) (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Martin Aaronson (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Master of the Sun (Earth-616),Secret Identity,Good,Male,Living,Marvel
Randy Tate (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Regina Clayborne (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Si Fan Chung (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Soul-Strangler (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Victor Norman (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Batragon (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Biljo White (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Bobby Sue Hollis (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Centipor (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Dibbuk (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Gemini (Android) (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Ghilaron (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Gormok (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Hector Santiago (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Jason Dean (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Kenneth Sturdy (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Lepirax (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Metalloid (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Michael Armstrong (Earth-616),Public Identity,Good,Male,Living,Marvel
Oliver Broadhurst (Earth-616),Public Identity,Good,Male,Living,Marvel
Tod Radcliffe (Earth-616),No Dual Identity,Bad,Male,Deceased,Marvel
Arabella Jones (Earth-616),Public Identity,Good,Female,Living,Marvel
Arcturus (Rigellian) (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Arthur Reynolds (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Boulder (Outcasts) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Gasshga (Earth-616),Public Identity,Bad,Male,Living,Marvel
James Wyatt (Earth-616),Public Identity,Bad,Male,Living,Marvel
Mathal (Earth-616),Secret Identity,Good,Unknown,Living,Marvel
Thunder (Deviant) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Val Adair (Earth-616),Public Identity,Bad,Male,Living,Marvel
Alexei Vazhin (Robot) (Earth-616),Secret Identity,Bad,Unknown,Deceased,Marvel
Barth Bukowski (Earth-616),Secret Identity,Good,Male,Living,Marvel
Captain Hama (Earth-616),Secret Identity,Good,Male,Living,Marvel
Chaos (Eternal) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Dionysus (Eternal) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Eye Killers (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Ginny Snow (Earth-616),Secret Identity,Good,Female,Living,Marvel
Hand of Five (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Randy Vale (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Skrull-X (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Waxman (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Aaron Soames (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Computrex (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Doctor Daedalus (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Earl Cowan (Earth-616),Public Identity,Bad,Male,Living,Marvel
John Ehrmann (Earth-616),Public Identity,Good,Male,Living,Marvel
Leoninus (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Marcus Immortus (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Mary Shamara (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Phyllis Shamara (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Ray-na (Earth-616),Public Identity,Good,Female,Deceased,Marvel
Timothy Braverman (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Willard Harrison (Earth-616),Public Identity,Bad,Male,Living,Marvel
Aquon (Microverse) (Earth-616),No Dual Identity,Good,Male,Deceased,Marvel
Berserker (Primitive) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Ira Gross (Earth-616),Public Identity,Good,Male,Living,Marvel
Mia Carrera (Earth-616),Public Identity,Good,Female,Living,Marvel
Nadar (Earth-616),Public Identity,Good,Male,Living,Marvel
Ozzie Palmer (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Ramon Hernandez (Doctor) (Earth-616),Public Identity,Good,Male,Living,Marvel
Red Fowler (Earth-616),Public Identity,Good,Male,Living,Marvel
Stygorr (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Ursula Richards (Earth-616),Public Identity,Good,Female,Living,Marvel
William McLaughlin (Earth-616),Public Identity,Bad,Male,Living,Marvel
William Scott (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Xi Shan-Hao (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Alcmena (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Atra (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Elathan (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Fletcher Heggs (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Ghost Maker (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Indech (Earth-616),Public Identity,Bad,Male,Living,Marvel
Justin Alphonse Gamble (Earth-616),Secret Identity,Good,Male,Living,Marvel
Kip Holm (Earth-616),No Dual Identity,Good,Male,Living,Marvel
Mehemet Faoul (Earth-616),Secret Identity,Good,Male,Living,Marvel
Mele (Earth-616),Public Identity,Good,Male,Living,Marvel
Rimthursar (Earth-616),Secret Identity,Bad,Male,Living,Marvel
S.U.L.T.A.N. (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Sandy (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Shaft (Chaste) (Earth-616),Secret Identity,Good,Unknown,Deceased,Marvel
Yama (Devas) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Alhambra (Earth-616),Secret Identity,Good,Female,Living,Marvel
Andy (Angel) (Earth-616),Secret Identity,Good,Male,Living,Marvel
Baron von Blimp (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Brokk (Dwarf) (Earth-616),Public Identity,Good,Male,Living,Marvel
Ethan Domblue (Earth-616),Secret Identity,Bad,Male,Living,Marvel
George Hill (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Gregori Larionov (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Jason Stryker (Earth-616),No Dual Identity,Bad,Male,Living,Marvel
Jorge Latham (Earth-616),Public Identity,Good,Male,Living,Marvel
Locksmith (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Lucas Jackson (Earth-616),Public Identity,Good,Male,Living,Marvel
Marcus Gallio (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Polowski (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Svetlana Porfiry (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Taranith Gestal (Earth-616),Secret Identity,Bad,Unknown,Deceased,Marvel
Thomas Smallwood (Earth-616),Secret Identity,Good,Male,Living,Marvel
Aerivar XVIII (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Alden Maas (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Anzhela Federova (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Eric Beale (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Heiji Shigematsu (Earth-616),Public Identity,Bad,Male,Living,Marvel
Jason Praed (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Neil Donaldson (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Nicholas Damiano (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Oscar Gordon (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Peter Brand (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Proteus (Atlantean Shapeshifter) (Earth-616),Public Identity,Bad,Male,Living,Marvel
Tim Harrison (Earth-616),Public Identity,Good,Male,Deceased,Marvel
Allison McCourt (Earth-616),No Dual Identity,Good,Female,Living,Marvel
Elspeth Cromwell (Earth-616),Public Identity,Bad,Female,Deceased,Marvel
Holly-Ann Ember (Earth-616),Secret Identity,Good,Female,Living,Marvel
Hungry (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Kali (Oblivion) (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Kehl (Earth-616),Public Identity,Bad,Male,Living,Marvel
Le Loup (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Lightningbolt (Earth-616),Public Identity,Bad,Male,Deceased,Marvel
Major Sauleda (Earth-616),Public Identity,Good,Male,Living,Marvel
Nostume (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Peeping Tom (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Quinn Pullman (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Silence (New Wave) (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Spasm (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Ann Fraley (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Charlie Siciliano (Earth-616),Public Identity,Bad,Male,Living,Marvel
Cybelle (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Gertha (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Gullywhump (Earth-616),Secret Identity,Good,Unknown,Living,Marvel
Judith Rassendyll (Earth-616),Public Identity,Good,Female,Living,Marvel
King Glugwort (Earth-616),Secret Identity,Good,Male,Living,Marvel
Kossi (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Paulo (Earth-616),Public Identity,Bad,Male,Living,Marvel
Ratso (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Rattusk (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Ray Carter (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Southside (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Tina Sapristi (Earth-616),Secret Identity,Good,Female,Living,Marvel
Unn (Earth-616),Secret Identity,Bad,Female,Living,Marvel
Gila (Earth-616),Secret Identity,Bad,Unknown,Living,Marvel
Horde (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Kirk Donaghue (Earth-616),Secret Identity,Bad,Male,Deceased,Marvel
Maeve Rourke (Earth-616),Secret Identity,Good,Female,Deceased,Marvel
Maya (Inhumans) (Earth-616),Public Identity,Good,Female,Living,Marvel
Nameless One (Voodoo Lord) (Earth-616),Secret Identity,Bad,Male,Living,Marvel
Sandy Vincent (Earth-616),Secret Identity,Bad,Female,Deceased,Marvel
Unipar (Earth-616),Public Identity,Bad,Male,Living,Marvel
Adam Plunder (Earth-616),Secret Identity,Good,Male,Living,Marvel
Alfred Coppersmith (Earth-616),No Dual Identity,Bad,Male,Deceased,Marvel
